municipio,num,nome,partidocoligacao,votacao,validos,state,segundo_turno
JACOBINA,25,LUCIANO DA LOCAR,DEM/DEM / PPS,15716,37.63%,Bahia,false
JAGUAQUARA,11,JULIANO,PP/PP / PMDB / PTN / PC do B / PRP / PR / PSDB / PTC / PSC / PROS / PRB / PEN / PSL / SD / PHS,14282,56.19%,Bahia,false
JAGUARARI,45,EVERTON ROCHA,PSDB/PSDB / DEM / PDT / PSL / SD / PTC,9266,52.48%,Bahia,false
JAGUARIPE,55,HUNALDO,PSD/PR / PSD / PSB / PP / PMDB,7107,71.12%,Bahia,false
JANDAÍRA,15,ADILSON LEITE,PMDB/PMDB / PTB / DEM / PTN / PSD / PTC / PROS,3342,52.8%,Bahia,false
JEQUIÉ,40,SÉRGIO DA GAMELEIRA,PSB/PPS / PTB / PHS / PRB / PSD / PROS / SD / PEN / PSB,33594,44.5%,Bahia,false
JEREMOABO,11,DERI DO PALOMA,PP/PP / PPS / DEM / PC do B / SD / PTN,9728,97.69%,Bahia,false
JIQUIRIÇÁ,44,CASCALHO,PRP/PRP / PDT / PT / SD / PC do B / PT do B,4150,50.83%,Bahia,false
JITAÚNA,12,PATRICK LOPES,PDT/PDT / PTB / PSL / PMDB / PRP / PRB / DEM / PSD / PSB,6183,67.22%,Bahia,false
JOÃO DOURADO,13,DR. CELSO,PT/PT / PC do B / PDT / PP / PPS / PSB,7231,52.33%,Bahia,false
JUAZEIRO,65,PAULO BOMFIM,PC do B/PRB / PP / PDT / PT / PTB / PSL / PSC / PR / PSD / PC do B / PROS,46183,40.29%,Bahia,false
JUCURUÇU,55,UBERLANDIA,PSD/PSD / PSL / PTN,2695,41.25%,Bahia,false
JUSSARA,55,HAILTON DIAS,PSD/PSD / PDT / PT / PSC / PR / PSL / DEM / PTC / PPL,5076,50.8%,Bahia,false
JUSSARI,55,ANTONIO VALETE,PSD/PP / PSB / PSD / DEM / PPS,1741,47.61%,Bahia,false
JUSSIAPE,15,DR ÉDER,PMDB/PMDB / PDT / PTN / PSD / PRB,4068,78.11%,Bahia,false
LAFAIETE COUTINHO,11,JOAO VEI,PP/PP / PSL / PDT / PT / PRB / PSD / PSDB / PC do B,2322,74.83%,Bahia,false
LAGOA REAL,15,PEDRO CARDOSO,PMDB/PMDB / PSC,4606,53.23%,Bahia,false
LAJE,40,BINHO DE MOTA,PSB/PP / PR / PMDB / PSB / PSDB / PSD / PT do B / SD,6659,46.56%,Bahia,false
LAJEDÃO,25,BETÃO,DEM/DEM / PV / PDT / PSDB / PTN / PSC,2174,50.98%,Bahia,false
LAJEDINHO,55,MARCOS MOTA,PSD/PSB / PSD,1886,73.64%,Bahia,false
LAJEDO DO TABOCAL,55,MARIANE FAGUNDES,PSD/PSD / PSL / PDT / PTB / PTN / PV / SD / PT / PRTB,2144,43.73%,Bahia,false
LAMARÃO,13,DIVAL DE MEMEL,PT/PT / PP / PSB / PSD / PC do B / PV / PHS / PSDC,3407,60.2%,Bahia,false
LAPÃO,55,RICARDO RODRIGUES,PSD/PSD / PC do B / PT / PDT / PR / PROS / PSC / PTB / PTN / SD,8504,52.88%,Bahia,false
LAURO DE FREITAS,13,MOEMA GRAMACHO,PT/PDT / PT / PSD / PSL / PRTB / PTB / PMN / PT do B / PTC / PEN / PHS / PC do B / PRP / SD,43951,52.39%,Bahia,false
LENÇÓIS,55,VANESSA SENNA,PSD/PR / PSD / PSB / DEM / PROS / PTB / PC do B,2341,77.39%,Bahia,false
LICÍNIO DE ALMEIDA,65,DR FRED,PC do B/PC do B / PDT / PT / PTN / PSD,3856,51.81%,Bahia,false
LIVRAMENTO DE NOSSA SENHORA,18,RICARDINHO,REDE/REDE / PC do B / PTB / PPS / DEM / PMDB / PEN,14270,55.31%,Bahia,false
LUÍS EDUARDO MAGALHÃES,12,OZIEL OLIVEIRA,PDT/PDT / PSD / PRP / PRTB / PSL / PHS / PSDC / PPL,18825,51.54%,Bahia,false
MACAJUBA,15,MARY,PMDB/PMDB / PDT / DEM,3570,50.87%,Bahia,false
MACARANI,15,DR. MILLER,PMDB/PMDB / PR / PTC / PP / PRB / PV / PSB / PSC / PSL,5621,56.53%,Bahia,false
MACAÚBAS,13,AMELINHO,PT/PT / PSD / PSL / PEN,14681,61.26%,Bahia,false
MACURURÉ,17,EVERALDO,PSL/PSL / PT / PSD / PMDB / PRB / PSC / PC do B,2658,50.68%,Bahia,false
MADRE DE DEUS,25,JEFERSON ANDRADE,DEM/DEM / PRB / PP / PR / PRTB / PSDB / PTC,5857,47.82%,Bahia,false
MAETINGA,13,EDCARLOS,PT/PDT / PT / PSL / PROS / PV,2468,52.01%,Bahia,false
MAIQUINIQUE,25,JESULINO PORTO,DEM/DEM / PMB,3054,50.98%,Bahia,false
MAIRI,13,JOBOPE,PT/PT / PMDB / PC do B / PP,6256,58.65%,Bahia,false
MALHADA,15,DEZIN,PMDB/PSB / PDT / PMDB / PTB / PTN / PSDB / DEM / PR,5198,50.22%,Bahia,false
MALHADA DE PEDRAS,11,TEREZINHA,PP/PP / PSD / PRB / PDT / PTB / PR,3633,57.93%,Bahia,false
MANOEL VITORINO,55,HELENO VILAR,PSD/PSD / PR / PP / PC do B,5607,55.42%,Bahia,false
MANSIDÃO,11,NEY,PP/PP / PDT / PTB / PMDB / PSC / PPS / PSDC / PSDB / PROS / PC do B / PTC / PT do B,5152,63.19%,Bahia,false
MARACÁS,12,SOYA,PDT/PDT / PSDB / PTN / PV / DEM / PSC,8092,54.56%,Bahia,false
MARAGOGIPE,22,VERA DA SAUDE,PR/PP / PR / PRB / PEN / PSL / PSC / DEM,14199,55.34%,Bahia,false
MARAÚ,11,GRACINHA,PP/PP / PSL / PSC / PTC / SD / PROS / PRB,5083,53.06%,Bahia,false
MARCIONÍLIO SOUZA,14,ADENILTON,PTB/PSD / PTB / PT / PSC,3123,1%,Bahia,false
MASCOTE,10,ARNALDO LOPES,PRB/PRB / PP / PTN / PSD / SD / DEM,2906,41.92%,Bahia,false
MATA DE SÃO JOÃO,45,MARCELO OLIVEIRA,PSDB/PSDB / DEM / PEN / PSDC / PTC / PTB / PMDB / PSC / SD / PV / PRB / PMB,12806,46.1%,Bahia,false
MATINA,11,JUSCELIO,PP/PP / PDT / PT / PSD,3682,50.07%,Bahia,false
MEDEIROS NETO,23,DRª JADINA,PPS/DEM / PEN / PMDB / PSB / PSDC / PSD / PPS / PSL / PSDB / PRB / PT do B,7766,56.94%,Bahia,false
MIGUEL CALMON,13,CACA,PT/PT / PTB / PROS / PSC / PSB / PSD / PC do B,8381,56.39%,Bahia,false
MILAGRES,11,CÉZAR DE ADÉRIO,PP/PRB / PP / PMDB / PSL / PTN / DEM / PSB / PV / PSDB / PC do B,4126,57.12%,Bahia,false
MIRANGABA,15,ADILSON DO BANCO,PMDB/PRB / PP / PDT / PMDB / PSC / DEM / PHS / PTC / PV / PSDB / PEN,4877,54.63%,Bahia,false
MIRANTE,13,LUCIO MEIRA,PT/PRB / PSL / PRP / PROS / PT / PDT / PSD / PC do B / PV,3100,54.1%,Bahia,false
MONTE SANTO,20,VANDO,PSC/PRB / PDT / PMDB / PSC / PSDB / DEM / PMB,12196,40.93%,Bahia,false
MORPARÁ,13,LELEI,PT/PT / PSB / PC do B / PDT,3176,53.44%,Bahia,false
MORRO DO CHAPÉU,22,LÉO DOURADO,PR/PP / PR / PT / PDT / PRP / PROS / PSB / PTC / PTB,9818,53.82%,Bahia,false
MORTUGABA,12,CÁSSIA,PDT/PDT / PT / PR / PSDB / PSD,3927,53.85%,Bahia,false
MUCUGÊ,55,MANOEL LUZ,PSD/PTB / PSB / PSD,4321,60.15%,Bahia,false
MUCURI,12,DR CARLOS,PDT/PDT / PP / PPS / PMDB / PTB / PEN / PRP,12137,61.81%,Bahia,false
MULUNGU DO MORRO,40,FREDSON,PSB/PSB / DEM / PR / PROS / PRP / PT / PTB,4643,63.22%,Bahia,false
MUNDO NOVO,40,DR. ADRIANO,PSB/PMDB / PSB / DEM / PSDB / PC do B,5813,51.59%,Bahia,false
MUNIZ FERREIRA,55,WELLINGTON,PSD/PMB / PMDB / PSD / PTC / PROS / PPS,3334,54.93%,Bahia,false
MUQUÉM DO SÃO FRANCISCO,11,MÁRCIO MARIANO,PP/PP / PDT / PMDB / DEM / PSDB / PSD,3908,50.79%,Bahia,false
MURITIBA,10,DANILO DE BABAO,PRB/DEM / PRB / PSDB / PSB / PC do B / PHS / PEN / PP / PTC,7772,50.38%,Bahia,false
MUTUÍPE,15,DIGÃO,PMDB/PPS / PMDB / PSC / PDT / PSDB / PSB,7307,55.59%,Bahia,false
NAZARÉ,25,EUNICE,DEM/DEM / PMDB / PROS / SD / PSDB / PSC,7677,47.14%,Bahia,false
NILO PEÇANHA,11,CARLOS AZEVEDO,PP/PP / PT / PROS / PSD / PC do B / PSB / PRTB / PSL / PSC / PTN / PEN / PRB / PSDB,4176,56.75%,Bahia,false
NORDESTINA,17,DR. ERIVALDO,PSL/PC do B / PSC / PDT / PSL,4224,58.36%,Bahia,false
NOVA CANAÃ,15,DR. MARIVAL,PMDB/PDT / PT / PMDB / PTN / PSC / PSB / PC do B / PT do B,5605,64.71%,Bahia,false
NOVA FÁTIMA,11,ADRIANO,PP/PP / SD / PMDB / PSD / PSL / PT,3204,50.95%,Bahia,false
NOVA IBIÁ,17,MURILO,PSL/PC do B / PSL / DEM / PV / PSDC / PSB / SD / PEN,1771,64.59%,Bahia,false
NOVA ITARANA,55,DANILO DE ZEU,PSD/PSD / PP / PTN,2524,58.78%,Bahia,false
NOVA REDENÇÃO,13,GUILMA,PT/PDT / PP / PT / PSB / PROS / DEM,2921,59.65%,Bahia,false
NOVA SOURE,20,CASSINHO,PSC/PSC / PSD / PT / PTC / PHS / PRP / PRB / PTB,8845,60.35%,Bahia,false
NOVA VIÇOSA,25,MANOELZINHO DA MADEIRA,DEM/DEM / PSDB / SD / PV / PDT / PSL / PSC / PTC,11076,50.9%,Bahia,false
NOVO HORIZONTE,11,DJALMA,PP/PP / PSC,4426,61.2%,Bahia,false
NOVO TRIUNFO,11,BATISTINHA,PP/PSD / PT / PSB / DEM / PP,3960,66.55%,Bahia,false
OLINDINA,11,VANDERLEI,PP/PP / PSC / PSL / PSB / SD / PSD / PDT,6884,48.28%,Bahia,false
OLIVEIRA DOS BREJINHOS,40,CARLITO DE LIBÓRIO,PSB/PSB / PT / PP / PMDB / PPS / PROS,6676,51.68%,Bahia,false
OURIÇANGAS,17,TONHO DE FIITO,PSL/PP / PT / PC do B / PSD / PR / PSL,2902,54.45%,Bahia,false
OUROLÂNDIA,15,JOÃO DANTAS,PMDB/PRB / PP / PTB / PMDB / PSC / PR / PPS / DEM / PSD / SD / PTC / PROS,5495,53.9%,Bahia,false
PALMAS DE MONTE ALTO,55,MANOEL RUBENS,PSD/PSD / PC do B / PT / PPS,7802,55.92%,Bahia,false
PALMEIRAS,55,RICARDO,PSD/PT / PTB / PMDB / PR / PRP / PSD,2716,50.69%,Bahia,false
PARAMIRIM,40,GILBERTO BRITO,PSB/PSB / DEM / PSC / PMDB / PP / PC do B,6427,51.89%,Bahia,false
PARATINGA,13,MARCEL CARNEIRO,PT/PC do B / PEN / PHS / PMB / PMDB / PR / PSDB / PT / PTN / PDT,9019,53.55%,Bahia,false
PARIPIRANGA,43,JUSTINO NETO,PV/PV / PT / PTB / PSB / PC do B,8220,47.13%,Bahia,false
PAU BRASIL,55,BABI DE PRADO,PSD/PP / PSD / PR / PSC,2547,46.35%,Bahia,false
PAULO AFONSO,55,LUIZ DE DEUS,PSD/PSD / PRB / PTB / PTN / DEM / PHS / PEN / PT / PDT,24484,43.29%,Bahia,false
PÉ DE SERRA,25,ANTONIO JOILSON,DEM/DEM / PMDB / PRB / PSDB / PMB / SD,5387,55.67%,Bahia,false
PEDRÃO,55,SOSTHENES DA SAUDE,PSD/PSL / PSD / PT,1830,38.29%,Bahia,false
PEDRO ALEXANDRE,55,PEDRO GOMES,PSD/PR / SD / PSD,2553,36.3%,Bahia,false
PIATÃ,14,ED,PTB/PDT / PTB / PMDB,6699,55.04%,Bahia,false
PILÃO ARCADO,11,AFONSO,PP/PRB / PP / PT / PR / PMB / PRP / PSD / PROS,8536,44.38%,Bahia,false
PINDAÍ,11,NANÁ,PP/PMDB / PP / DEM,5250,51.45%,Bahia,false
PINDOBAÇU,15,HELIO PALMEIRA,PMDB/PMDB / PSDB / DEM / PMB / PP / PRB / PSL / PRP,6541,54.18%,Bahia,false
PINTADAS,25,BATISTA DA FARMACIA,DEM/DEM / PSB / PSDB / SD / PMDB / PMB / PROS / PSC / PSL / PTC,3470,50.95%,Bahia,false
PIRAÍ DO NORTE,22,VAL DE DIVA,PR/PR / PTN / PTC / PSL / PDT / PT / PRP / PMDB / SD,2793,53.16%,Bahia,false
PIRIPÁ,14,FLAVIO,PTB/PTB,3384,50.39%,Bahia,false
PIRITIBA,11,SAMUEL,PP/PMDB / PDT / PP / PSB / PT / DEM,5530,53.09%,Bahia,false
PLANALTINO,55,ZECA BRAGA,PSD/PSD / PROS / PTB / PTC / PR / PRP / PMDB,2742,50.72%,Bahia,false
PLANALTO,11,DICO,PP/PP / PDT / PTN / PR / DEM / PC do B / PSD,8096,55.7%,Bahia,false
POÇÕES,14,LÉO,PTB/PTB / PMDB / PROS / PEN / PDT,11860,49.64%,Bahia,false
POJUCA,45,DUDA LEITE,PSDB/PRB / PMDB / PSC / PP / PR / DEM / PSDB,8956,43.44%,Bahia,false
PONTO NOVO,15,TIAGO VENANCIO,PMDB/PDT / PMDB,4780,51.64%,Bahia,false
PORTO SEGURO,55,CLAUDIA OLIVEIRA,PSD/PP / PT / PSL / PSC / PR / PHS / PSB / PEN / PROS / SD / PC do B / PSD / PRB,29198,47.19%,Bahia,false
POTIRAGUÁ,15,JORGE CHELES,PMDB/PMDB / PSDC / PSB / PR / PSDB,4328,70.08%,Bahia,false
PRADO,11,MAYRA BRITO,PP/PP / PT / PR / PSDC / PV / PTC / PSD / PSL,7170,49.23%,Bahia,false
PRESIDENTE DUTRA,15,SILVÃO,PMDB/PMDB / PRB / PTB / PSC / PR / DEM / PEN / PC do B / PROS,4698,54.58%,Bahia,false
PRESIDENTE JÂNIO QUADROS,55,LEO GAMBA,PSD/PSD / PC do B / PT / PSB / PEN / PT do B / PV,4337,55.89%,Bahia,false
PRESIDENTE TANCREDO NEVES,15,TOIN DO BÓ,PMDB/PMDB / PSL / PSDB,9149,63.03%,Bahia,false
QUEIMADAS,13,ANDRE ANDRADE,PT/PT / PDT / SD / PMB / PTB / PSB / PSD / PSC / PC do B,7802,54.03%,Bahia,false
QUINJINGUE,22,NININHO GOIS,PR/PR / DEM / PSDB / PSC / PMDB / PSD / PPS / PSB / PRB / PP / PSL / PTC,10389,63.47%,Bahia,false
QUIXABEIRA,15,REGINALDO,PMDB/PMDB / PTB / PSC / DEM / PSDB / SD,3414,51.08%,Bahia,false
RAFAEL JAMBEIRO,25,NALVINHO,DEM/DEM / PMDB / PSL,6853,51.6%,Bahia,false
REMANSO,55,ZÉ FILHO,PSD/PSD / PMB / DEM / PT / PHS / PSL / SD / PSDB,11751,51.51%,Bahia,false
RETIROLÂNDIA,20,VONTE DO MERIM,PSC/PP / PT / PMDB / PSC / PSD / PC do B,5087,53.52%,Bahia,false
RIACHÃO DAS NEVES,25,MIGUEL CRISOSTOMO,DEM/PV / PR / DEM / PRB / PTB / PMDB / PSC / PPS,8739,59.29%,Bahia,false
RIACHÃO DO JACUÍPE,55,ZÉ FILHO,PSD/PSD / PP / PRB / PROS / PR / PT / PC do B / PTC / PPL,7153,34.59%,Bahia,false
RIACHO DE SANTANA,55,ALAN VIEIRA,PSD/PSD / PDT / PSDB / PPS / PRB / PTN / PSB / PC do B,9391,50.41%,Bahia,false
RIBEIRA DO AMPARO,13,GERMANO SANTANA,PT/PP / PT / PSB / PPS / REDE / PR / SD / PRB,5809,63.98%,Bahia,false
RIBEIRA DO POMBAL,55,RICARDO MAIA,PSD/PSD / PTN / PTB / PDT / PT / PC do B / PSB / PSDB / PTC / PSC / PRP / PV / PRTB / PSDC / PR / PEN / PROS / SD / REDE / PPL / PT do B,18138,63.59%,Bahia,false
RIBEIRÃO DO LARGO,11,REBINHA,PP/PRB / PP / PDT / PC do B / SD / PPS,3402,54.41%,Bahia,false
RIO DE CONTAS,55,JOÃO FARIAS,PSD/PT / PTB / PR / PSD / PC do B,4621,1%,Bahia,false
RIO DO ANTÔNIO,55,DECA,PSD/PSD / PDT / PSB,4434,51.43%,Bahia,false
RIO DO PIRES,11,VÂNIO DE GILDÁSIO,PP/PP / PC do B / PMDB / DEM / PRB,4349,54.31%,Bahia,false
RIO REAL,11,CARROÇA,PP/PP / PMN / PSD / PRP / DEM / PSL,11325,51.97%,Bahia,false
RODELAS,65,GERALDINHO DE LIVINO,PC do B/PDT / PT / PMDB / PRP / PC do B / PSD,4030,71.54%,Bahia,false
RUY BARBOSA,55,CLAUDIO SERRADA,PSD/PP / PDT / PTB / PTN / DEM / PRTB / PSB / PSD / PC do B / PV,8073,84.35%,Bahia,false
SALINAS DA MARGARIDA,55,WILSON PEDREIRA,PSD/PSD / PRB / PP / PMDB / PPS / PDT / PRTB / PSC / PSL,5859,61.04%,Bahia,false
SALVADOR,25,ACM NETO,DEM/DEM / PSDB / PMDB / PSC / PV / PPS / PTC / PSDC / PT do B / PHS / PRB / SD / PEN / PMB / PTB,982246,73.99%,Bahia,false
SANTA BÁRBARA,13,PROFESSOR JAILSON,PT/PRB / PT / PSB / PTC / PMB,6985,49.43%,Bahia,false
SANTA BRÍGIDA,13,GORDO DE RAIMUNDO,PT/PT / PSD / PSC,4657,54.12%,Bahia,false
SANTA CRUZ CABRÁLIA,55,AGNELO,PSD/PSD / PHS / PTB / PRB / PSB / SD / PSC / PEN / PDT / PR / DEM / PMB / PSDB / PTN,9753,71.18%,Bahia,false
SANTA INÊS,13,PROFESSOR EMERSON,PT/PT / PRB / PC do B / PDT / PSL / PTN,3276,54.4%,Bahia,false
SANTALUZ,55,QUITÉRIA DE JÚNIOR,PSD/PSD / PP / PDT,11930,49.7%,Bahia,false
SANTA LUZIA,55,GUILHERME,PSD/PSD / PP / PEN / PR / PTB / PSL / PSC,3081,50.38%,Bahia,false
SANTA MARIA DA VITÓRIA,11,RENATINHO,PP/PP / PT / PSC,9860,44.73%,Bahia,false
SANTANA,11,MARCÃO,PP/PP / PC do B / PT / PSD / PHS / PROS / PTN / PTB / PR / PDT / PSB / PSL / PSC,9690,60.52%,Bahia,false
SANTANÓPOLIS,36,FLORIN,PTC/PTC / PSL / SD / PC do B / PSB / PR / PMDB / PTN / PT,4067,58.45%,Bahia,false
SANTA RITA DE CÁSSIA,11,ROMUALDO,PP/PP / PDT / PRB / PRP,9504,52.16%,Bahia,false
SANTA TEREZINHA,11,ZE DE ZILA,PP/SD / PSL / PV / PSD / PPS / PR / PP / PRB / PTN / PSB / PSC / PC do B / PT,3634,54.09%,Bahia,false
SANTO AMARO,25,FLAVIANO,DEM/DEM / PRB / PP / PTB / PMDB / PTN / PPS / PSDC / PHS / PTC / PV / PSDB / PPL / SD,17871,51.8%,Bahia,false
SANTO ANTÔNIO DE JESUS,55,ROGÉRIO ANDRADE,PSD/PR / PTB / PT / PV / PT do B / PP / PHS / PSL / PRB / PMDB / PEN / PTN / PSB / PC do B / PROS / PSD / REDE,29089,57.52%,Bahia,false
SANTO ESTEVÃO,13,ROGERIO,PT/PT / PC do B / SD / PSB / PR / PROS / PSL / PTB / PRB / PSD / PDT / PSC / PP,16871,65.2%,Bahia,false
SÃO DESIDÉRIO,11,ZÉ CARLOS,PP/PRB / PP / PSB / PSDB / PT do B,11915,68.33%,Bahia,false
SÃO DOMINGOS,15,IZAQUE JUNIOR,PMDB/PMDB / PRB / SD / PSD / DEM,3098,50.15%,Bahia,false
SÃO FELIPE,25,ROZALIO,DEM/DEM / PRB / PPS / PMB,7896,56.93%,Bahia,false
SÃO FÉLIX,15,ALEX,PMDB/DEM / PMDB / PRB / PPS / PSDB / PV,5428,66.24%,Bahia,false
SÃO FÉLIX DO CORIBE,11,CHEPA RIBEIRO,PP/PP / PRB / PSC / SD,4848,55.3%,Bahia,false
SÃO FRANCISCO DO CONDE,11,EVANDRO ALMEIDA,PP/PP / PT / PSD / PSB / PV / PHS / PRB / PRP / SD / PC do B / PSL / PTC / PSC / PTN / PTB / PT do B / PROS,16151,91.17%,Bahia,false
SÃO GABRIEL,11,HIPÓLITO,PP/PP / PDT / PR / DEM / PMB / PTN / PMDB / PV / PTB / PPS,8186,64.17%,Bahia,false
SÃO GONÇALO DOS CAMPOS,11,CARLOS GERMANO,PP/PP / PSD / PT / PTC / PSC / PTB,11522,52.32%,Bahia,false
SÃO JOSÉ DA VITÓRIA,17,JEOVA NUNES,PSL/PSL / PSD / PROS / PC do B / PT,2200,64.44%,Bahia,false
SÃO JOSÉ DO JACUÍPE,43,ERISMAR DE AMADINHO,PV/PDT / PV / PP / DEM,3196,51.69%,Bahia,false
SÃO MIGUEL DAS MATAS,11,ZÉ RENATO,PP/PP / PT / PDT / PHS / PRB / PMDB / PSB / PT do B / SD,2760,39.27%,Bahia,false
SÃO SEBASTIÃO DO PASSÉ,55,DR. BRENO,PSD/PSD / PR / PRB / PSDB / PTB / PDT / PTN / PPS / PMN / PV / PRP / PROS,10876,42.82%,Bahia,false
SAPEAÇU,14,JONIVAL LUCAS,PTB/PTB / DEM / PP / PT / PR / PSB / PRP / PSD / PC do B / PT do B,3704,1%,Bahia,false
SÁTIRO DIAS,25,MARIVALDO ALVES,DEM/DEM / PTN / PMDB / PPS / PSC / PV,5672,54.08%,Bahia,false
SAUBARA,70,MARCIA DE BOLINHA,PT do B/PT do B / PRTB / PP / PPS / PSL / PSC / PDT / SD / PT / PSDB,5277,54.57%,Bahia,false
SAÚDE,45,SERGIO PASSOS,PSDB/PSDB / PTB / PR / PPS / PDT / DEM / PP / PSD,3706,58.18%,Bahia,false
SEABRA,18,FABIO LAGO SUL,REDE/REDE / PR / PSC / PSD / PHS / PSL / PDT / PRB,16280,67.94%,Bahia,false
SEBASTIÃO LARANJEIRAS,22,ELTON OREIA,PR/PDT / PSC / PR / PPS / DEM / PSD / PC do B,3387,59.66%,Bahia,false
SENHOR DO BONFIM,13,CARLOS BRASILEIRO,PT/PT / PP / PC do B / PSB / PSD / PTB / PRB / SD / PRTB / PSL / PPL / PDT / PT do B,22140,62.4%,Bahia,false
SENTO SÉ,55,ANA PASSOS,PSD/PSD / PDT / PRB / PT / PR / PPS / PSDC / PC do B / PRTB,12364,55.13%,Bahia,false
SERRA DO RAMALHO,55,ITALO RODRIGO,PSD/PRB / PDT / PSL / PHS / PSB / PSDB / PSD / PC do B / PT do B / PROS,7751,47.24%,Bahia,false
SERRA DOURADA,13,MILTON,PT/PT / PSL / PTN / PHS,6416,52.55%,Bahia,false
SERRA PRETA,19,ALDINHO,PTN/PTN / PC do B / PSD / PRP / PT / PSC / PTC,6795,50.6%,Bahia,false
SERRINHA,15,ADRIANO LIMA,PMDB/PMDB / DEM / PSDC / PP / PPS / PHS / PMB / PV / SD / PSDB / PT do B / PSD,23235,55.49%,Bahia,false
SERROLÂNDIA,65,GONÇALVES DO SACOLÃO,PC do B/PC do B / PSB / PT / PMB / PSD / PHS / PSC,4315,59.54%,Bahia,false
SIMÕES FILHO,15,DINHA,PMDB/PMDB / PTB / DEM / PPS / PRTB / PT do B / SD / PSDB / PMB / PEN,34433,59.33%,Bahia,false
SÍTIO DO MATO,11,CÁSSIO CURSINO,PP/PP / PSL / REDE / PSC / PMB / PSB / PC do B,1888,1%,Bahia,false
SÍTIO DO QUINTO,55,JAIR,PSD/PP / PT / PMDB / PTN / DEM / PTC / PSD / PC do B,4168,57.72%,Bahia,false
SOBRADINHO,55,LUIZ VICENTE,PSD/PSD / PSDB / PTN / PR / PMDB / PP / PSC / PSB / PSDC / PPL / PHS / PSL / PMB,8207,56.19%,Bahia,false
SOUTO SOARES,19,ANDRÉ,PTN/PP / PDT / PT / PMDB / PTN / PTC / PV / PSDB / PSD / PROS,6131,58.96%,Bahia,false
TABOCAS DO BREJO VELHO,22,BETO,PR/PP / PSL / PTN / PSC / PR / PPS / PSB / SD,4656,55.05%,Bahia,false
TANHAÇU,25,DR. JORGE,DEM/DEM / PRB / SD / PMDB / PSDB / PC do B / PP / PSB / PTB / PSC / PHS,7398,52.7%,Bahia,false
TANQUE NOVO,65,VANDERLEI CARDOSO,PC do B/PDT / PT / PTB / PSC / PR / PSB / PV / PSD / PC do B / PP / PHS,5144,53.16%,Bahia,false
TANQUINHO,19,LUEDSON,PTN/PTN / PR / DEM / PTC / PMDB / PSDB / PSD,3626,65.09%,Bahia,false
TAPEROÁ,25,ROSIVAL LOPES,DEM/PRB / PP / PDT / PSC / PROS / SD / PTC / DEM,6081,61.36%,Bahia,false
TAPIRAMUTÁ,11,JU,PP/PRB / PP / PT / PSL / PTN / PSC / PR / PSD / SD,4814,62.17%,Bahia,false
TEIXEIRA DE FREITAS,55,TEMOTEO,PSD/PEN / PMDB / PSB / PP / PV / PTC / PC do B / PR / PSDC / PRP / PROS / PSD / PSL / PDT / PT do B / PPL / PSC,29603,40.77%,Bahia,false
TEODORO SAMPAIO,22,BITINHO,PR/PR / PSL / DEM / PROS / PMDB / PPS / PRP / PTC / PSDB / PSDC,2402,45.24%,Bahia,false
TEOFILÂNDIA,12,TÉRCIO NUNES,PDT/PDT / DEM / PMDB / PHS / PSDB / PP,7148,55.18%,Bahia,false
TEOLÂNDIA,15,LAZARO,PMDB/PRB / PP / PTB / PMDB / PTN / PR / PPS / PSB / PV / PEN / PC do B,4690,56.51%,Bahia,false
TERRA NOVA,12,NEIDE DE PAIZINHO,PDT/PDT / PMDB / PRB / PSL / PSC / PSB / PC do B,5186,63.92%,Bahia,false
TREMEDAL,55,MÁRCIO FERRAZ,PSD/PRP / PR / PC do B / PSD / PPS,5973,51.33%,Bahia,false
TUCANO,55,DR SÉRGIO,PSD/PSD / PRB / PTB / PMDB / PSC / PPS / PSB / PV / PSDB / PPL / SD,15055,54.24%,Bahia,false
UAUÁ,65,LINDOMAR DANTAS,PC do B/PC do B / PSL / PSD / PTB,7466,58.93%,Bahia,false
UBAÍRA,77,FRED ANDRADE,SD/SD / PDT / PT / PSB / PR / DEM / PC do B,6526,52.59%,Bahia,false
UBAITABA,40,SUKA,PSB/PSB / PC do B / PMB / PROS / PT / PSDB / PRTB / PTN / PSL / PSD,5254,50.65%,Bahia,false
UBATÃ,17,SIMEIA,PSL/PSL / PP / PT / PSDC / PTC / PSB / PSDB,5461,56.14%,Bahia,false
UIBAÍ,12,BIRINHA,PDT/PDT / PV / PSDB / PSD / PSL / PHS / PSC / DEM / PMDB,5160,52.94%,Bahia,false
UMBURANAS,25,ROBERTO BRUNO,DEM/DEM / PSDB / PTN / PMDB / PHS / PSB / PPL / PMB,5001,57.5%,Bahia,false
UNA,11,TIAGO DE DEJAIR,PP/PP / PTN / PR / PSDC / PTC / PSB,4431,38.04%,Bahia,false
URANDI,11,DORIVAL,PP/PP / PDT / PSC / PPS / DEM / PSB / PSDB / PRP,5143,53.33%,Bahia,false
URUÇUCA,13,FERNANDA,PT/PRB / PP / PDT / PTB / PSL / PT / PTN / PRTB / PMN / PSB / PRP / PSD / PT do B / PMDB,5851,91.38%,Bahia,false
UTINGA,17,JOYUSON,PSL/PSL / PSDB / PTN / PTB / PPL / PV / PP,5335,55.41%,Bahia,false
VALENÇA,15,RICARDO MOURA,PMDB/PTB / PMDB / REDE / PPS / DEM / PRTB / PV / PEN,14175,33.12%,Bahia,false
